voucher_id,voucher_code,campaign_name,discount_type,discount_value,target_group,user_id,user_age,is_student,issued_at,expires_at,is_used,used_at,spending_monthly,days_since_last_login,wallet_balance
410,LUCKY-B4078BD8,Flash Sale SV,Percent,10,All,270,25,0,2025-07-22,2025-08-05,0,,1772.29,62,241.98
411,LUCKY-16291DC6,Weekend Deal,Percent,15,Student,32,20,1,2025-02-15,2025-03-17,0,,72.09,9,44.14
412,LUCKY-97ECDB14,Welcome Back,Fixed,5000,Student,50,22,1,2025-02-07,2025-03-09,0,,419.91,7,158.85
413,LUCKY-9A2007A0,Tet Student,Percent,30,Student,55,19,1,2025-09-14,2025-10-14,0,,289.25,67,37.89
414,LUCKY-4BB78C00,Tet Student,Fixed,5000,All,173,38,0,2025-09-13,2025-10-13,0,,844.33,85,485.78
415,LUCKY-DCDE0CAC,Birthday Bonus,Fixed,20000,Student,166,24,1,2025-11-14,2025-12-14,0,,499.3,45,88.6
416,LUCKY-CC25E6F7,Weekend Deal,Fixed,50000,Student,146,24,1,2025-01-24,2025-01-31,0,,146.27,32,153.14
417,LUCKY-ECD43568,Summer Gift,Fixed,10000,Student,422,24,1,2025-01-25,2025-02-24,0,,110.79,0,178.06
418,LUCKY-A50A10A6,Flash Sale SV,Percent,10,Student,188,24,1,2025-03-05,2025-03-19,0,,280.07,73,114.13
419,LUCKY-0B1BED7A,Welcome Back,Fixed,10000,All,423,27,0,2025-08-06,2025-08-20,0,,619.39,11,820.52
420,LUCKY-D4E34EDC,Refer a Friend SV,Fixed,5000,All,451,42,0,2025-01-25,2025-02-08,1,2025-01-31,1237.22,76,912.27
421,LUCKY-AFE50FBE,Refer a Friend SV,Percent,50,All,290,33,0,2025-09-02,2025-09-16,1,2025-09-11,1874.44,29,164.51
422,LUCKY-DFC36FF2,Welcome Back,Fixed,50000,Student,68,24,1,2025-05-26,2025-06-09,1,2025-05-29,364.0,86,30.64
423,LUCKY-9A1F6BFC,Refer a Friend SV,Fixed,5000,Student,247,23,1,2025-12-05,2025-12-12,0,,307.15,51,9.86
424,LUCKY-1429117A,Welcome Back,Percent,15,Student,46,23,1,2025-07-11,2025-08-10,1,2025-07-21,227.89,71,114.27
425,LUCKY-7A78702B,Back to School,Fixed,5000,Student,75,22,1,2025-06-20,2025-07-04,1,2025-06-30,240.59,41,69.66
426,LUCKY-F33CD78C,Flash Sale SV,Percent,50,Student,176,19,1,2025-10-05,2025-10-19,1,2025-10-06,139.86,10,74.76
427,LUCKY-E533BA72,Summer Gift,Percent,50,Student,248,17,1,2025-09-25,2025-10-09,1,2025-10-04,187.3,42,94.24
428,LUCKY-B61280C9,Tet Student,Percent,20,Student,139,18,1,2025-04-26,2025-05-26,1,2025-05-06,362.78,48,133.65
429,LUCKY-B8FB12D8,Flash Sale SV,Fixed,5000,Student,261,16,1,2025-11-13,2025-11-20,1,2025-11-20,79.97,84,132.07
430,LUCKY-A2A634C7,Summer Gift,Percent,15,All,12,23,0,2025-08-18,2025-09-17,0,,1826.97,76,510.43
431,LUCKY-84E8AAC7,Birthday Bonus,Percent,20,Student,416,24,1,2025-05-08,2025-06-07,1,2025-05-13,187.22,20,97.99
432,LUCKY-E623AEE7,Tet Student,Fixed,10000,Student,374,20,1,2025-07-22,2025-07-29,1,2025-07-24,445.4,3,178.08
433,LUCKY-1CF542DF,Weekend Deal,Fixed,20000,Student,298,19,1,2025-04-21,2025-04-28,0,,237.8,54,114.58
434,LUCKY-0FF29D18,Tet Student,Percent,25,Student,35,19,1,2025-10-06,2025-10-20,0,,438.16,90,61.8
435,LUCKY-A37C9153,Refer a Friend SV,Percent,20,Student,479,17,1,2025-05-15,2025-06-14,0,,132.86,18,167.9
436,LUCKY-887D1264,Tet Student,Percent,15,All,291,40,0,2025-10-20,2025-11-03,1,2025-10-30,1879.85,24,310.11
437,LUCKY-A0454A13,Weekend Deal,Fixed,10000,Student,252,19,1,2025-06-06,2025-06-20,0,,153.91,10,5.22
438,LUCKY-6B80400E,Summer Gift,Fixed,50000,Student,34,18,1,2025-04-25,2025-05-02,0,,136.97,1,6.45
439,LUCKY-3385B36C,Refer a Friend SV,Fixed,10000,Student,423,23,1,2025-01-20,2025-02-19,0,,440.21,41,97.99
440,LUCKY-0235A60C,Welcome Back,Percent,30,Student,276,21,1,2025-01-08,2025-02-07,0,,227.37,73,187.83
441,LUCKY-B979A4D9,Back to School,Percent,15,Student,237,16,1,2025-05-25,2025-06-08,0,,300.97,80,103.23
442,LUCKY-7864D1F0,Weekend Deal,Percent,25,Student,300,20,1,2025-09-04,2025-09-11,1,2025-09-17,325.91,66,10.91
443,LUCKY-BFC7CAE7,Tet Student,Fixed,5000,All,47,42,0,2025-12-07,2025-12-21,0,,1183.53,41,423.41
444,LUCKY-0FB43946,Welcome Back,Fixed,20000,Student,314,18,1,2025-07-24,2025-08-23,0,,373.27,14,24.71
445,LUCKY-C0C734C1,Tet Student,Fixed,10000,All,27,32,0,2025-03-25,2025-04-24,0,,1190.62,21,91.71
446,LUCKY-AF035126,Tet Student,Percent,10,Student,7,20,1,2025-01-20,2025-02-03,0,,378.57,36,192.19
447,LUCKY-F69226B5,Weekend Deal,Percent,15,Student,308,23,1,2025-08-03,2025-09-02,0,,294.58,63,1.15
448,LUCKY-C27E06F5,Tet Student,Percent,15,Student,17,24,1,2025-06-02,2025-06-09,1,2025-06-16,175.15,26,125.73
449,LUCKY-596C7D93,Tet Student,Fixed,10000,Student,359,20,1,2025-10-22,2025-11-21,0,,199.0,13,17.54
450,LUCKY-E9E769EF,Welcome Back,Fixed,5000,Student,420,24,1,2025-06-12,2025-06-26,0,,129.84,74,91.07
451,LUCKY-6C1D285D,Back to School,Percent,10,Student,108,22,1,2025-07-17,2025-07-24,1,2025-07-29,429.49,60,12.99
452,LUCKY-9C56580C,Back to School,Percent,25,Student,295,17,1,2025-06-09,2025-07-09,0,,307.12,67,195.87
453,LUCKY-D2BF88B8,Tet Student,Fixed,50000,All,100,31,0,2025-04-23,2025-05-07,0,,1868.79,63,633.58
454,LUCKY-9A10E012,Flash Sale SV,Fixed,50000,Student,6,16,1,2025-09-26,2025-10-26,1,2025-09-30,259.2,26,159.35
455,LUCKY-20C18BA2,Welcome Back,Fixed,5000,Student,292,20,1,2025-06-13,2025-07-13,0,,164.49,38,13.57
456,LUCKY-137FD253,Flash Sale SV,Fixed,50000,Student,236,16,1,2025-08-05,2025-09-04,0,,424.42,43,38.8
457,LUCKY-7A23DDF1,Back to School,Percent,30,All,275,37,0,2025-11-11,2025-12-11,0,,1812.67,52,489.35
458,LUCKY-B6FCD05E,Back to School,Percent,15,Student,274,21,1,2025-06-13,2025-07-13,0,,409.79,45,177.61
459,LUCKY-89A1C0ED,Flash Sale SV,Fixed,20000,All,232,38,0,2025-02-16,2025-02-23,1,2025-02-22,1290.24,14,228.01
460,LUCKY-FF2BD46F,Summer Gift,Fixed,5000,All,410,29,0,2025-08-17,2025-08-24,0,,589.05,14,337.2
461,LUCKY-25C6B05D,Tet Student,Fixed,20000,Student,347,24,1,2025-02-27,2025-03-29,0,,119.33,61,68.02
462,LUCKY-02B6D694,Back to School,Percent,10,All,447,26,0,2025-11-28,2025-12-28,0,,1504.23,66,486.4
463,LUCKY-AD0F30B8,Back to School,Fixed,5000,Student,99,23,1,2025-04-11,2025-04-18,0,,450.13,84,20.62
464,LUCKY-C7593E35,Tet Student,Fixed,10000,Student,53,24,1,2025-01-20,2025-02-19,1,2025-01-29,193.62,15,88.22
465,LUCKY-1EB20A1D,Tet Student,Fixed,10000,Student,26,21,1,2025-10-11,2025-11-10,1,2025-10-19,297.21,90,54.21
466,LUCKY-418C361B,Refer a Friend SV,Percent,10,Student,429,23,1,2025-12-20,2026-01-19,1,2025-12-31,456.48,49,10.09
467,LUCKY-7057F550,Tet Student,Percent,25,Student,159,23,1,2025-12-15,2025-12-22,1,2025-12-23,327.34,25,62.49
468,LUCKY-62E946F1,Refer a Friend SV,Fixed,20000,Student,250,23,1,2025-11-11,2025-11-25,1,2025-11-19,261.75,18,189.49
469,LUCKY-B0AF178B,Tet Student,Fixed,20000,Student,408,23,1,2025-07-27,2025-08-26,0,,100.8,21,95.73
470,LUCKY-CBC02CB0,Refer a Friend SV,Fixed,50000,Student,197,24,1,2025-04-18,2025-04-25,1,2025-04-26,342.25,68,158.49
471,LUCKY-BD0F2B89,Tet Student,Fixed,10000,Student,294,19,1,2025-02-24,2025-03-26,0,,416.26,55,118.19
472,LUCKY-6DA47715,Tet Student,Percent,25,All,351,23,0,2025-07-03,2025-08-02,1,2025-07-05,1265.89,71,489.76
473,LUCKY-BD84E7C7,Summer Gift,Percent,10,All,415,44,0,2025-10-25,2025-11-24,0,,1675.76,82,361.04
474,LUCKY-CA7B604B,Summer Gift,Fixed,50000,Student,468,18,1,2025-06-10,2025-07-10,1,2025-06-23,347.4,37,90.59
475,LUCKY-BDEEE729,Refer a Friend SV,Percent,30,Student,462,22,1,2025-05-02,2025-05-16,0,,373.01,11,183.02
476,LUCKY-FCD0F38A,Flash Sale SV,Percent,20,Student,163,16,1,2025-12-19,2026-01-02,1,2025-12-30,50.38,45,112.01
477,LUCKY-0018C453,Tet Student,Percent,25,All,214,32,0,2025-07-27,2025-08-10,1,2025-08-10,886.82,84,567.86
478,LUCKY-74BE5AD9,Weekend Deal,Percent,50,Student,329,18,1,2025-03-03,2025-03-10,0,,110.42,2,14.35
479,LUCKY-02476CD8,Refer a Friend SV,Percent,25,All,116,34,0,2025-08-13,2025-08-27,0,,1808.45,54,710.62
480,LUCKY-F957BCD5,Birthday Bonus,Fixed,50000,Student,189,16,1,2025-01-19,2025-02-02,1,2025-01-31,310.07,30,169.36
481,LUCKY-5526F195,Welcome Back,Fixed,50000,Student,242,23,1,2025-10-03,2025-10-10,0,,482.78,67,16.01
482,LUCKY-24CF3B83,Birthday Bonus,Fixed,5000,Student,263,17,1,2025-01-16,2025-01-30,0,,357.83,74,107.84
483,LUCKY-4FA8643F,Flash Sale SV,Fixed,10000,All,373,38,0,2025-10-24,2025-11-07,0,,1520.87,37,449.97
484,LUCKY-2FDF4181,Back to School,Percent,50,All,249,28,0,2025-10-01,2025-10-15,0,,310.55,21,499.5
485,LUCKY-5C79C28C,Back to School,Percent,30,Student,310,24,1,2025-05-01,2025-05-31,1,2025-05-03,84.59,32,156.75
486,LUCKY-D6EAA88C,Weekend Deal,Fixed,10000,Student,44,18,1,2025-09-28,2025-10-05,1,2025-10-04,346.62,22,73.95
487,LUCKY-E148D217,Summer Gift,Fixed,50000,All,108,39,0,2025-12-21,2025-12-28,0,,1881.1,63,196.44
488,LUCKY-A03AFC51,Weekend Deal,Percent,15,Student,473,21,1,2025-05-16,2025-06-15,1,2025-05-29,74.45,14,52.88
489,LUCKY-03CC6B7E,Refer a Friend SV,Percent,30,Student,493,22,1,2025-08-13,2025-09-12,1,2025-08-19,357.58,33,78.01
490,LUCKY-A84CAC3A,Birthday Bonus,Fixed,20000,Student,201,16,1,2025-02-09,2025-03-11,1,2025-02-19,93.81,45,106.26
491,LUCKY-B7C57056,Birthday Bonus,Fixed,10000,Student,7,19,1,2025-11-01,2025-11-08,0,,380.44,24,117.74
492,LUCKY-875D6053,Summer Gift,Fixed,20000,Student,337,24,1,2025-10-03,2025-10-10,1,2025-10-13,96.76,28,89.19
493,LUCKY-1D9DC0E7,Tet Student,Percent,10,All,357,26,0,2025-11-19,2025-11-26,1,2025-11-21,1910.88,90,656.18
494,LUCKY-7BC3C611,Refer a Friend SV,Fixed,20000,Student,132,20,1,2025-11-25,2025-12-09,0,,260.13,81,187.24
495,LUCKY-84AFA6D2,Back to School,Fixed,5000,Student,36,17,1,2025-05-06,2025-05-20,0,,174.78,49,12.48
496,LUCKY-81D4FFE0,Refer a Friend SV,Percent,15,Student,133,19,1,2025-11-04,2025-11-18,1,2025-11-16,324.64,62,35.69
497,LUCKY-C946054C,Tet Student,Percent,25,Student,200,17,1,2025-01-02,2025-02-01,0,,81.69,57,145.51
498,LUCKY-5D4F7205,Refer a Friend SV,Fixed,50000,Student,277,21,1,2025-12-25,2026-01-01,0,,457.08,65,114.93
499,LUCKY-8D344C80,Birthday Bonus,Percent,30,Student,491,22,1,2025-05-13,2025-05-20,1,2025-05-24,479.37,61,163.6
500,LUCKY-74B76AC1,Summer Gift,Fixed,20000,Student,154,21,1,2025-01-13,2025-02-12,1,2025-01-17,290.58,10,192.19
501,LUCKY-DD446F35,Tet Student,Fixed,10000,Student,251,17,1,2025-01-24,2025-02-23,1,2025-01-28,333.78,10,71.85
502,LUCKY-B67FE314,Birthday Bonus,Percent,10,Student,109,24,1,2025-12-02,2025-12-16,1,2025-12-04,339.53,57,99.94
503,LUCKY-B5CE70B7,Summer Gift,Percent,50,All,251,41,0,2025-01-24,2025-01-31,0,,1141.62,68,943.09
504,LUCKY-433C1CB0,Tet Student,Percent,10,Student,234,23,1,2025-05-27,2025-06-03,0,,458.23,31,123.67
505,LUCKY-7BB0971F,Summer Gift,Percent,10,Student,167,17,1,2025-12-22,2026-01-05,0,,418.01,63,21.27
506,LUCKY-EBC8291D,Tet Student,Percent,30,Student,213,24,1,2025-02-09,2025-02-16,1,2025-02-22,111.8,27,167.29
507,LUCKY-CBC13F4C,Welcome Back,Percent,15,Student,399,21,1,2025-11-20,2025-12-04,0,,299.03,74,87.73
508,LUCKY-30FEDA1E,Weekend Deal,Fixed,50000,Student,139,23,1,2025-04-05,2025-05-05,0,,86.33,11,1.44
509,LUCKY-DDCABDA1,Tet Student,Percent,30,Student,424,22,1,2025-10-03,2025-11-02,0,,157.66,88,34.91
510,LUCKY-37FC5FB3,Welcome Back,Percent,30,All,238,31,0,2025-09-17,2025-09-24,0,,953.81,24,579.82
511,LUCKY-60816023,Weekend Deal,Percent,50,All,28,41,0,2025-03-22,2025-03-29,0,,574.6,14,100.42
512,LUCKY-5CB8CA36,Welcome Back,Fixed,5000,Student,403,20,1,2025-09-06,2025-09-13,0,,144.32,78,50.28
513,LUCKY-51AB3F99,Summer Gift,Fixed,50000,Student,167,24,1,2025-06-08,2025-06-15,0,,102.23,56,179.02
514,LUCKY-14027124,Weekend Deal,Percent,10,Student,111,19,1,2025-01-14,2025-01-21,0,,381.99,48,173.98
515,LUCKY-861CA1B6,Birthday Bonus,Percent,50,All,17,34,0,2025-04-11,2025-04-18,0,,520.51,58,404.81
516,LUCKY-1005959D,Tet Student,Fixed,50000,Student,81,16,1,2025-04-10,2025-05-10,0,,176.27,59,22.22
517,LUCKY-DDB5A0BD,Refer a Friend SV,Percent,10,All,303,40,0,2025-08-28,2025-09-04,0,,1914.97,73,910.3
518,LUCKY-4B346FAA,Refer a Friend SV,Percent,20,Student,460,23,1,2025-10-05,2025-11-04,0,,175.63,31,146.0
519,LUCKY-3815DAD6,Refer a Friend SV,Percent,25,Student,232,16,1,2025-12-27,2026-01-03,0,,68.03,64,94.13
520,LUCKY-964922B9,Birthday Bonus,Percent,15,Student,343,17,1,2025-11-03,2025-11-10,1,2025-11-11,301.32,52,2.48
521,LUCKY-F9BD0B85,Tet Student,Fixed,50000,Student,321,23,1,2025-07-06,2025-07-20,0,,436.06,3,149.46
522,LUCKY-D48F52A0,Back to School,Fixed,5000,Student,278,16,1,2025-05-23,2025-06-22,0,,437.17,88,14.14
523,LUCKY-174371FE,Birthday Bonus,Percent,30,Student,239,19,1,2025-02-13,2025-02-27,0,,404.46,42,16.19
524,LUCKY-F27FAF3E,Summer Gift,Percent,30,Student,333,21,1,2025-06-08,2025-07-08,1,2025-06-10,214.89,90,129.63
525,LUCKY-A62B8CF4,Refer a Friend SV,Fixed,20000,Student,249,19,1,2025-02-12,2025-02-26,1,2025-02-20,388.93,41,152.18
526,LUCKY-B2A0CE66,Birthday Bonus,Fixed,50000,Student,97,17,1,2025-12-26,2026-01-02,0,,261.57,68,106.38
527,LUCKY-89AB45AA,Welcome Back,Fixed,5000,All,78,34,0,2025-02-23,2025-03-02,1,2025-03-03,357.16,22,421.15
528,LUCKY-423D23E0,Birthday Bonus,Percent,25,All,150,36,0,2025-12-21,2025-12-28,0,,1913.79,53,71.56
529,LUCKY-3E14A6AA,Birthday Bonus,Fixed,50000,Student,341,16,1,2025-06-16,2025-07-16,0,,442.31,66,46.47
530,LUCKY-5312847D,Back to School,Fixed,10000,Student,181,24,1,2025-06-10,2025-06-17,1,2025-06-13,250.37,16,60.82
531,LUCKY-2ADF812C,Tet Student,Fixed,10000,Student,83,18,1,2025-12-22,2025-12-29,0,,328.38,68,32.16
532,LUCKY-74ECD76F,Tet Student,Fixed,20000,Student,177,16,1,2025-12-02,2026-01-01,1,2025-12-08,497.2,56,114.91
533,LUCKY-9C915979,Refer a Friend SV,Percent,10,Student,80,23,1,2025-03-15,2025-03-29,0,,292.94,38,32.52
534,LUCKY-FE1E8908,Back to School,Fixed,50000,Student,410,24,1,2025-10-22,2025-10-29,0,,489.02,90,66.26
535,LUCKY-4EF7CF16,Welcome Back,Percent,15,Student,183,23,1,2025-07-20,2025-07-27,1,2025-07-28,202.41,61,22.46
536,LUCKY-773DDE54,Summer Gift,Percent,20,Student,344,16,1,2025-09-28,2025-10-12,1,2025-10-09,323.67,67,39.03
537,LUCKY-DC36EE28,Birthday Bonus,Percent,50,All,198,36,0,2025-12-28,2026-01-11,1,2026-01-03,909.96,77,515.94
538,LUCKY-973422F5,Weekend Deal,Percent,15,Student,148,20,1,2025-07-26,2025-08-09,0,,205.21,57,61.62
539,LUCKY-8760789C,Summer Gift,Percent,15,Student,388,22,1,2025-09-11,2025-09-18,1,2025-09-21,377.87,75,82.84
540,LUCKY-258211A8,Weekend Deal,Percent,30,Student,427,16,1,2025-03-07,2025-03-14,0,,234.26,53,182.88
541,LUCKY-9D28CC4A,Weekend Deal,Fixed,50000,Student,490,24,1,2025-01-05,2025-01-19,1,2025-01-10,270.76,38,164.56
542,LUCKY-256F6A10,Weekend Deal,Fixed,10000,Student,62,23,1,2025-11-08,2025-11-15,0,,105.88,36,133.18
543,LUCKY-1C17B934,Back to School,Fixed,50000,All,192,35,0,2025-08-23,2025-08-30,0,,1989.8,46,113.39
544,LUCKY-8360B576,Weekend Deal,Percent,20,Student,28,16,1,2025-03-12,2025-03-19,0,,430.38,7,32.57
545,LUCKY-EEC92436,Welcome Back,Fixed,20000,Student,307,22,1,2025-11-06,2025-11-13,0,,336.31,6,191.03
546,LUCKY-90D1D52C,Birthday Bonus,Fixed,20000,All,71,37,0,2025-10-12,2025-10-19,1,2025-10-13,780.69,87,350.4
547,LUCKY-4E4867D9,Tet Student,Percent,15,Student,315,21,1,2025-04-26,2025-05-26,0,,400.46,20,82.4
548,LUCKY-2DA25D80,Weekend Deal,Percent,25,Student,473,24,1,2025-02-27,2025-03-06,0,,430.73,89,142.51
549,LUCKY-B45AC70B,Back to School,Fixed,10000,Student,356,21,1,2025-02-08,2025-02-15,1,2025-02-22,190.21,56,72.51
550,LUCKY-35D10184,Welcome Back,Fixed,5000,Student,101,19,1,2025-08-25,2025-09-08,1,2025-08-26,188.34,10,41.97
551,LUCKY-C9D16441,Back to School,Percent,10,Student,472,24,1,2025-02-26,2025-03-05,0,,316.93,32,93.82
552,LUCKY-3EDCF716,Back to School,Percent,50,Student,438,19,1,2025-06-12,2025-06-19,0,,133.15,11,70.31
553,LUCKY-F56A5D25,Summer Gift,Percent,30,Student,3,19,1,2025-05-06,2025-06-05,0,,277.21,74,13.67
554,LUCKY-6768DE0C,Tet Student,Fixed,20000,All,195,23,0,2025-02-06,2025-02-20,0,,1863.62,90,924.45
555,LUCKY-393AF1D1,Welcome Back,Percent,25,Student,361,24,1,2025-08-25,2025-09-08,0,,152.4,40,22.57
556,LUCKY-932D110A,Back to School,Fixed,50000,Student,209,16,1,2025-08-08,2025-09-07,0,,87.01,49,98.74
557,LUCKY-68CEBF3C,Flash Sale SV,Fixed,10000,Student,203,22,1,2025-08-22,2025-08-29,0,,134.95,60,13.92
558,LUCKY-5A1DF170,Tet Student,Percent,50,Student,433,17,1,2025-04-11,2025-04-18,1,2025-04-21,103.65,88,78.96
559,LUCKY-FE8097A8,Refer a Friend SV,Fixed,20000,All,262,23,0,2025-11-20,2025-12-04,1,2025-11-28,619.17,63,453.47
560,LUCKY-EF105E53,Tet Student,Percent,50,Student,348,23,1,2025-12-02,2025-12-09,1,2025-12-10,98.62,63,50.14
561,LUCKY-46C51098,Welcome Back,Fixed,5000,Student,406,18,1,2025-09-25,2025-10-09,0,,222.18,19,135.84
562,LUCKY-258AF1E9,Flash Sale SV,Fixed,5000,Student,162,20,1,2025-02-13,2025-02-27,0,,347.94,33,98.05
563,LUCKY-6695FDE8,Weekend Deal,Fixed,10000,All,250,34,0,2025-05-23,2025-06-06,0,,1027.38,71,81.22
564,LUCKY-9632B2C3,Tet Student,Fixed,50000,All,303,38,0,2025-07-09,2025-07-23,0,,1415.04,87,677.07
565,LUCKY-A666C35D,Flash Sale SV,Fixed,5000,All,179,39,0,2025-03-27,2025-04-10,0,,1417.68,36,778.15
566,LUCKY-E5C517C0,Refer a Friend SV,Fixed,5000,All,339,38,0,2025-06-14,2025-06-28,1,2025-06-15,248.42,43,896.78
567,LUCKY-5F944D6C,Welcome Back,Percent,20,Student,236,19,1,2025-01-18,2025-02-01,1,2025-01-19,341.64,88,118.51
568,LUCKY-3BB518D2,Weekend Deal,Percent,50,Student,200,22,1,2025-06-13,2025-07-13,0,,305.62,34,180.28
569,LUCKY-4AC196DF,Weekend Deal,Percent,20,Student,315,17,1,2025-11-11,2025-11-18,0,,413.75,86,20.01
570,LUCKY-0CE7A320,Back to School,Percent,20,Student,381,22,1,2025-10-13,2025-10-20,1,2025-10-23,140.79,9,127.09
571,LUCKY-9C6C51F0,Weekend Deal,Fixed,5000,All,334,42,0,2025-06-26,2025-07-03,0,,1719.54,43,140.0
572,LUCKY-335EF9A3,Refer a Friend SV,Fixed,10000,All,344,36,0,2025-10-17,2025-10-31,0,,1647.43,69,461.26
573,LUCKY-A86EE185,Weekend Deal,Percent,30,All,273,25,0,2025-12-15,2025-12-29,1,2025-12-26,1785.61,66,646.45
574,LUCKY-B72ACCD9,Summer Gift,Percent,30,All,351,44,0,2025-03-08,2025-03-15,1,2025-03-20,1832.3,80,937.9
575,LUCKY-B9E63FB4,Back to School,Percent,25,All,352,33,0,2025-11-06,2025-11-20,0,,938.47,8,867.18
576,LUCKY-C675E5D1,Weekend Deal,Percent,20,Student,464,22,1,2025-07-14,2025-08-13,0,,157.32,3,29.99
577,LUCKY-F7782E15,Flash Sale SV,Percent,50,Student,29,18,1,2025-08-26,2025-09-02,0,,172.72,35,5.83
578,LUCKY-56FCC6FA,Welcome Back,Fixed,20000,All,58,22,0,2025-12-27,2026-01-03,1,2025-12-31,765.03,8,333.08
579,LUCKY-7D58B9C8,Welcome Back,Fixed,50000,Student,427,24,1,2025-02-25,2025-03-11,1,2025-03-03,469.82,74,104.39
580,LUCKY-9625E0D9,Welcome Back,Percent,15,Student,442,22,1,2025-05-15,2025-05-29,1,2025-05-20,412.63,54,148.79
581,LUCKY-D8E3CF55,Weekend Deal,Fixed,50000,Student,186,23,1,2025-05-26,2025-06-02,0,,290.06,14,139.92
582,LUCKY-2F47D568,Flash Sale SV,Percent,50,Student,283,21,1,2025-11-08,2025-11-22,0,,419.61,77,4.21
583,LUCKY-016CB8E5,Refer a Friend SV,Percent,25,Student,480,21,1,2025-07-09,2025-07-23,1,2025-07-11,456.42,68,137.05
584,LUCKY-AC6F6691,Refer a Friend SV,Fixed,20000,All,422,27,0,2025-05-28,2025-06-04,0,,735.36,20,866.45
585,LUCKY-EAFF8942,Tet Student,Fixed,5000,All,216,35,0,2025-09-03,2025-09-17,0,,1047.96,42,442.31
586,LUCKY-D5283C06,Tet Student,Percent,50,Student,206,24,1,2025-11-05,2025-11-12,0,,382.0,3,90.65
587,LUCKY-E5D14EE4,Tet Student,Percent,30,Student,232,20,1,2025-11-14,2025-11-28,0,,191.17,20,16.45
588,LUCKY-5F8489B4,Welcome Back,Fixed,10000,Student,484,18,1,2025-03-13,2025-03-27,0,,167.31,41,137.49
589,LUCKY-897D96D0,Weekend Deal,Percent,10,All,206,38,0,2025-12-28,2026-01-04,1,2025-12-29,604.08,71,950.7
590,LUCKY-6DA53843,Refer a Friend SV,Percent,10,Student,254,20,1,2025-08-27,2025-09-26,0,,117.16,21,191.61
591,LUCKY-B9640A3B,Refer a Friend SV,Fixed,50000,Student,145,19,1,2025-04-20,2025-04-27,1,2025-05-04,135.74,34,172.39
592,LUCKY-97CE4A86,Back to School,Percent,20,All,351,26,0,2025-08-08,2025-08-22,1,2025-08-18,953.0,18,438.1
593,LUCKY-731AD872,Refer a Friend SV,Fixed,10000,Student,38,17,1,2025-12-20,2026-01-03,0,,54.64,41,26.64
594,LUCKY-9F0F46CC,Flash Sale SV,Fixed,5000,Student,344,16,1,2025-10-13,2025-10-27,1,2025-10-20,73.45,60,186.21
595,LUCKY-A09159C0,Weekend Deal,Fixed,20000,Student,73,24,1,2025-06-23,2025-07-23,1,2025-06-30,68.51,21,35.87
596,LUCKY-15E01C6C,Back to School,Fixed,50000,Student,265,21,1,2025-05-20,2025-06-03,0,,69.87,35,25.57
597,LUCKY-8B9F19ED,Summer Gift,Fixed,5000,Student,134,18,1,2025-04-06,2025-04-13,1,2025-04-14,191.99,19,198.91
598,LUCKY-53FAF648,Birthday Bonus,Percent,25,Student,253,23,1,2025-09-16,2025-09-30,0,,246.39,63,199.04
599,LUCKY-56DA2FD6,Back to School,Percent,15,Student,299,18,1,2025-11-19,2025-11-26,0,,105.64,36,18.72
600,LUCKY-5726ECE8,Weekend Deal,Percent,15,All,349,20,0,2025-06-01,2025-06-15,0,,1146.83,53,592.25
601,LUCKY-0AB88999,Flash Sale SV,Fixed,10000,All,322,23,0,2025-12-22,2026-01-05,1,2025-12-30,909.51,13,610.82
602,LUCKY-EA9649E9,Tet Student,Fixed,20000,All,166,39,0,2025-01-26,2025-02-25,1,2025-01-31,1384.41,5,362.96
603,LUCKY-1E1B7F62,Back to School,Percent,25,All,107,43,0,2025-07-03,2025-07-10,1,2025-07-17,327.3,48,954.31
604,LUCKY-A1BB6BC4,Back to School,Percent,10,Student,463,22,1,2025-07-24,2025-08-07,0,,178.22,83,150.51
605,LUCKY-7A3ADF29,Weekend Deal,Percent,25,Student,308,18,1,2025-08-09,2025-09-08,0,,211.57,47,19.22
606,LUCKY-E5169A67,Flash Sale SV,Fixed,5000,Student,332,22,1,2025-08-22,2025-08-29,0,,414.95,55,122.77
607,LUCKY-B0C78943,Weekend Deal,Percent,20,Student,66,18,1,2025-08-10,2025-08-17,0,,468.8,82,105.46
608,LUCKY-9519F5C5,Welcome Back,Percent,30,Student,218,20,1,2025-09-04,2025-10-04,0,,428.69,37,104.62
609,LUCKY-5932B47C,Welcome Back,Fixed,20000,Student,339,23,1,2025-01-04,2025-02-03,0,,347.38,32,113.7
610,LUCKY-B5A5274F,Weekend Deal,Fixed,20000,Student,175,18,1,2025-08-20,2025-09-03,0,,429.31,53,9.05
611,LUCKY-3941CD36,Refer a Friend SV,Fixed,5000,All,7,45,0,2025-01-13,2025-01-20,0,,536.95,77,225.83
612,LUCKY-E66D7E99,Birthday Bonus,Fixed,20000,Student,412,23,1,2025-12-22,2026-01-05,0,,257.07,84,81.02
613,LUCKY-A134BC3D,Summer Gift,Percent,10,Student,224,18,1,2025-03-21,2025-03-28,0,,110.8,2,38.16
614,LUCKY-63E23B9D,Refer a Friend SV,Percent,25,All,228,45,0,2025-03-05,2025-04-04,1,2025-03-17,1169.45,59,131.79
615,LUCKY-2368DA46,Refer a Friend SV,Percent,20,All,366,35,0,2025-01-04,2025-02-03,1,2025-01-18,235.33,31,477.04
